hunt_code,unresolved_sources,classification,notes,database_present,database_hunt_name,database_species,database_sex_type,database_weapon,database_hunt_type,database_hunt_class,database_boundary_id,db_allotment_res,db_allotment_nr,db_allotment_total,db_allotment_status,db_allotment_source,db_conservation_total,db_conservation_source,core_reconciled_bucket,core_resolution_status,core_likely_cause,core_live_shape_status,permit_confidence,permit_winner_source,permit_recommended_res,permit_recommended_nr,permit_recommended_total,permit_conflicting_sources,permit_database_alignment,remaining_split_bucket,remaining_matching_sources,remaining_matching_source_count,species_truth_families,conservation_table_present,conservation_table_total,conservation_table_hunt_names,conservation_table_comparison_statuses,conservation_table_row_count
EB3018,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,Fishlake/Thousand Lakes,Elk,Bull,Archery,Limited Entry,Mature Bull,175,84,9,93,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,84,9,93,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,true_source_conflicts,HANUMBER|HUNTTABLE,2,,no,,,,0
EB3019,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,San Juan Bull Elk,Elk,Bull,Archery,Limited Entry,Mature Bull,183,29,3,32,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,29,3,32,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,true_source_conflicts,HANUMBER|HUNTTABLE,2,,no,,,,0
EB3020,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,Diamond Mtn,Elk,Bull,Archery,Limited Entry,Mature Bull,206,25,3,28,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,25,3,28,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,true_source_conflicts,HANUMBER|HUNTTABLE,2,,no,,,,0
EB3022,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,Wasatch Mtns,Elk,Bull,Archery,Limited Entry,Mature Bull,222,130,15,145,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,130,15,145,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,true_source_conflicts,HANUMBER|HUNTTABLE,2,,no,,,,0
EB3025,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,"Beaver, East",Elk,Bull,Late Any Legal Weapon,Limited Entry,Mature Bull,685,15,2,17,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,15,2,17,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,true_source_conflicts,HANUMBER|HUNTTABLE,2,,no,,,,0
EB3036,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,"Cache, South",Elk,Bull,Early Any Legal Weapon,Limited Entry,Mature Bull,41,4,0,4,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,4,0,4,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,true_source_conflicts,HANUMBER|HUNTTABLE,2,,no,,,,0
EB3038,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,Manti,Elk,Bull,Early Any Legal Weapon,Limited Entry,Mature Bull,51,61,7,68,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,61,7,68,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,true_source_conflicts,HANUMBER|HUNTTABLE,2,,no,,,,0
EB3039,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,Manti,Elk,Bull,Late Any Legal Weapon,Limited Entry,Mature Bull,51,102,11,113,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,102,11,113,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,true_source_conflicts,HANUMBER|HUNTTABLE,2,,no,,,,0
EB3043,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,"Fillmore, Pahvant",Elk,Bull,Late Any Legal Weapon,Limited Entry,Mature Bull,88,13,2,15,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,13,2,15,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,true_source_conflicts,HANUMBER|HUNTTABLE,2,,no,,,,0
EB3045,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,La Sal Mtns,Elk,Bull,Early Any Legal Weapon,Limited Entry,Mature Bull,617,14,2,16,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,14,2,16,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,true_source_conflicts,HANUMBER|HUNTTABLE,2,,no,,,,0
EB3046,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,La Sal Mtns,Elk,Bull,Late Any Legal Weapon,Limited Entry,Mature Bull,617,24,3,27,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,24,3,27,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,true_source_conflicts,HANUMBER|HUNTTABLE,2,,no,,,,0
EB3050,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,Mt Dutton,Elk,Bull,Late Any Legal Weapon,Limited Entry,Mature Bull,630,13,2,15,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,13,2,15,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,true_source_conflicts,HANUMBER|HUNTTABLE,2,,no,,,,0
EB3056,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,Panguitch Lake,Elk,Bull,Early Any Legal Weapon,Limited Entry,Mature Bull,634,7,1,8,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,7,1,8,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,true_source_conflicts,HANUMBER|HUNTTABLE,2,,no,,,,0
EB3063,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,Fishlake/Thousand Lakes,Elk,Bull,Early Any Legal Weapon,Limited Entry,Mature Bull,175,34,4,38,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,34,4,38,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,true_source_conflicts,HANUMBER|HUNTTABLE,2,,no,,,,0
EB3064,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,Fishlake/Thousand Lakes,Elk,Bull,Mid Any Legal Weapon,Limited Entry,Mature Bull,175,99,11,110,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,99,11,110,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,true_source_conflicts,HANUMBER|HUNTTABLE,2,,no,,,,0
EB3065,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,Fishlake/Thousand Lakes,Elk,Bull,Late Any Legal Weapon,Limited Entry,Mature Bull,175,57,6,63,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,57,6,63,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,true_source_conflicts,HANUMBER|HUNTTABLE,2,,no,,,,0
EB3066,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,San Juan Bull Elk,Elk,Bull,Early Any Legal Weapon,Limited Entry,Mature Bull,183,12,1,13,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,12,1,13,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,true_source_conflicts,HANUMBER|HUNTTABLE,2,,no,,,,0
EB3068,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,Diamond Mtn,Elk,Bull,Early Any Legal Weapon,Limited Entry,Mature Bull,206,10,1,11,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,10,1,11,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,true_source_conflicts,HANUMBER|HUNTTABLE,2,,no,,,,0
EB3069,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,Diamond Mtn,Elk,Bull,Mid Any Legal Weapon,Limited Entry,Mature Bull,206,30,3,33,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,30,3,33,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,true_source_conflicts,HANUMBER|HUNTTABLE,2,,no,,,,0
EB3072,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,Wasatch Mtns,Elk,Bull,Early Any Legal Weapon,Limited Entry,Mature Bull,222,54,6,60,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,54,6,60,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,true_source_conflicts,HANUMBER|HUNTTABLE,2,,no,,,,0
EB3073,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,Wasatch Mtns,Elk,Bull,Late Any Legal Weapon,Limited Entry,Mature Bull,222,89,10,99,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,89,10,99,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,true_source_conflicts,HANUMBER|HUNTTABLE,2,,no,,,,0
EB3084,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,Manti,Elk,Bull,Muzzleloader,Limited Entry,Mature Bull,51,89,10,99,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,89,10,99,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,true_source_conflicts,HANUMBER|HUNTTABLE,2,,no,,,,0
EB3096,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,Fishlake/Thousand Lakes,Elk,Bull,Muzzleloader,Limited Entry,Mature Bull,175,50,6,56,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,50,6,56,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,true_source_conflicts,HANUMBER|HUNTTABLE,2,,no,,,,0
EB3100,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,Wasatch Mtns,Elk,Bull,Muzzleloader,Limited Entry,Mature Bull,222,78,9,87,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,78,9,87,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,true_source_conflicts,HANUMBER|HUNTTABLE,2,,no,,,,0
EB3124,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,Wasatch Mtns,Elk,Bull,Multiseason,Limited Entry,Mature Bull,222,15,2,17,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,15,2,17,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,true_source_conflicts,HANUMBER|HUNTTABLE,2,,no,,,,0
EB3126,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,Manti,Elk,Bull,Mid Any Legal Weapon,Limited Entry,Mature Bull,51,175,20,195,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,175,20,195,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,true_source_conflicts,HANUMBER|HUNTTABLE,2,,no,,,,0
EB3127,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,Wasatch Mtns,Elk,Bull,Mid Any Legal Weapon,Limited Entry,Mature Bull,222,155,17,172,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,155,17,172,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,true_source_conflicts,HANUMBER|HUNTTABLE,2,,no,,,,0
EB3128,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,CONSERVATION_TABLE_DB_MATCH,Conservation source matches DATABASE conservation field.,yes,"Box Elder, Grouse Creek",Elk,Bull,Multiseason,Conservation,Conservation,867,,,1,TOTAL_ONLY,Utah DWR Conservation Permit Working List,1,2026 CONSERVATION  PERMITS.pdf (rows by hunt code); ingested 2026-05-30,,,,,REVIEW_REQUIRED,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,,,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,database_only_external_missing,,0,CONSERVATION_PERMITS_DIRECT,yes,1,"Box Elder, Grouse Creek",SOURCE_MATCHES_DATABASE,1
EB3145,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,Boulder,Elk,Bull,Archery,Limited Entry,Mature Bull,172,31,4,35,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,31,4,35,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,true_source_conflicts,HANUMBER|HUNTTABLE,2,,no,,,,0
EB3146,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,"Southwest Desert, South",Elk,Bull,Archery,Limited Entry,Mature Bull,872,39,4,43,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,39,4,43,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,true_source_conflicts,HANUMBER|HUNTTABLE,2,,no,,,,0
EB3148,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,Boulder,Elk,Bull,Early Any Legal Weapon,Limited Entry,Mature Bull,172,13,1,14,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,13,1,14,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,true_source_conflicts,HANUMBER|HUNTTABLE,2,,no,,,,0
EB3149,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,"Southwest Desert, South",Elk,Bull,Early Any Legal Weapon,Limited Entry,Mature Bull,872,16,2,18,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,16,2,18,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,true_source_conflicts,HANUMBER|HUNTTABLE,2,,no,,,,0
EB3152,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,"Southwest Desert, South",Elk,Bull,Late Any Legal Weapon,Limited Entry,Mature Bull,872,26,3,29,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,26,3,29,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,true_source_conflicts,HANUMBER|HUNTTABLE,2,,no,,,,0
EB3158,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,CONSERVATION_TABLE_DB_MATCH,Conservation source matches DATABASE conservation field.,yes,"Beaver, East",Elk,Bull,Late Archery,Limited Entry,Mature Bull,685,18,2,20,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,1,2026 CONSERVATION  PERMITS.pdf (rows by hunt code); ingested 2026-05-30,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,18,2,20,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,true_source_conflicts,HANUMBER|HUNTTABLE,2,CONSERVATION_PERMITS_DIRECT,yes,1,"Beaver, East",SOURCE_DIFFERS_FROM_CURRENT_RECONCILIATION,1
EB3159,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,CONSERVATION_TABLE_DB_MATCH,Conservation source matches DATABASE conservation field.,yes,"Beaver, East",Elk,Bull,Mid Any Legal Weapon,Limited Entry,Mature Bull,685,27,3,30,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,1,2026 CONSERVATION  PERMITS.pdf (rows by hunt code); ingested 2026-05-30,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,27,3,30,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,true_source_conflicts,HANUMBER|HUNTTABLE,2,CONSERVATION_PERMITS_DIRECT,yes,1,"Beaver, East",SOURCE_DIFFERS_FROM_CURRENT_RECONCILIATION,1
EB3160,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,"Book Cliffs, Bitter Creek/East",Elk,Bull,Archery,Limited Entry,Mature Bull,899,22,2,24,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,22,2,24,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,true_source_conflicts,HANUMBER|HUNTTABLE,2,,no,,,,0
EB3163,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,"Book Cliffs, Bitter Creek/East",Elk,Bull,Late Any Legal Weapon,Limited Entry,Mature Bull,899,14,2,16,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,14,2,16,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,true_source_conflicts,HANUMBER|HUNTTABLE,2,,no,,,,0
EB3164,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,CONSERVATION_TABLE_DB_MATCH,Conservation source matches DATABASE conservation field.,yes,"Book Cliffs, Bitter Creek/East",Elk,Bull,Mid Any Legal Weapon,Limited Entry,Mature Bull,899,25,3,28,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2,2026 CONSERVATION  PERMITS.pdf (rows by hunt code); ingested 2026-05-30,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,25,3,28,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,true_source_conflicts,HANUMBER|HUNTTABLE,2,CONSERVATION_PERMITS_DIRECT,yes,2,"Book Cliffs, Bitter Creek/East",SOURCE_DIFFERS_FROM_CURRENT_RECONCILIATION,1
EB3168,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,"Cache, Meadowville",Elk,Bull,Late Archery,Limited Entry,Mature Bull,33,4,1,5,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,CURRENT_PLANNER_EXTRA_WITH_MULTI_SOURCE_PERMIT_SUPPORT,REVIEW,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,LIVE_DWR_RES_NR_SPLIT,,,,,,,,,,,,no,,,,0
EB3173,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,Nebo/San Pitch Mtns,Elk,Bull,Archery,Limited Entry,Mature Bull,901,29,3,32,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,29,3,32,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,true_source_conflicts,HANUMBER|HUNTTABLE,2,,no,,,,0
EB3175,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,Nebo/San Pitch Mtns,Elk,Bull,Early Any Legal Weapon,Limited Entry,Mature Bull,901,12,1,13,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,12,1,13,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,true_source_conflicts,HANUMBER|HUNTTABLE,2,,no,,,,0
EB3177,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,Nebo/San Pitch Mtns,Elk,Bull,Mid Any Legal Weapon,Limited Entry,Mature Bull,901,34,4,38,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,34,4,38,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,true_source_conflicts,HANUMBER|HUNTTABLE,2,,no,,,,0
EB3183,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,CONSERVATION_TABLE_DB_MATCH,Conservation source matches DATABASE conservation field.,yes,La Sal Mtns,Elk,Bull,Mid Any Legal Weapon,Limited Entry,Mature Bull,617,42,5,47,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,3,2026 CONSERVATION  PERMITS.pdf (rows by hunt code); ingested 2026-05-30,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,42,5,47,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,true_source_conflicts,HANUMBER|HUNTTABLE,2,CONSERVATION_PERMITS_DIRECT,yes,3,"La Sal, La Sal Mtns",SOURCE_DIFFERS_FROM_CURRENT_RECONCILIATION,1
