hunt_code,hunt_name,species,sex_type,weapon,hunt_type,season,database_allotment_2026_res,database_allotment_2026_nr,database_allotment_2026_total,recommended_res,recommended_nr,recommended_total,database_alignment,reconciliation_status,winner_source,confidence,source_support_count,source_presence,conflicting_sources,recommended_action,decision_reason,hanumber_status,hunttable_status,utahdraws_status,buck_deer_status,database_status
EL3098,Diamond Mtn,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3100,Wasatch Mtns,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3126,Manti,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3127,Wasatch Mtns,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3130,"Box Elder, Pilot Mtn",Elk,Bull,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 07 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3132,"Cache, North",Elk,Bull,Archery,Limited Entry - Private Land Only,Sept 01 2025 - Sept 30 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3135,Barney Top/Kaiparowits,Elk,Bull,Archery,Limited Entry - Private Land Only,Sept 01 2025 - Sept 30 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3136,"Southwest Desert, North",Elk,Bull,Archery,Limited Entry - Private Land Only,Sept 01 2025 - Sept 30 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3137,"West Desert, Deep Creek",Elk,Bull,Archery,Limited Entry - Private Land Only,Sept 01 2025 - Sept 30 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3139,"Cache, North",Elk,Bull,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Limited Entry - Private Land Only,Nov 08 2025 - Nov 30 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3142,Barney Top/Kaiparowits,Elk,Bull,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Limited Entry - Private Land Only,Nov 08 2025 - Nov 30 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3143,"Southwest Desert, North",Elk,Bull,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Limited Entry - Private Land Only,Nov 08 2025 - Nov 30 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3144,"West Desert, Deep Creek",Elk,Bull,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Limited Entry - Private Land Only,Nov 08 2025 - Nov 30 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3145,Boulder,Elk,Bull,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3146,"Southwest Desert, South",Elk,Bull,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3147,"Box Elder, Grouse Creek",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3148,Boulder,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3149,"Southwest Desert, South",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3150,"Box Elder, Grouse Creek",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3151,Boulder,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3152,"Southwest Desert, South",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3153,"Box Elder, Grouse Creek",Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3154,Boulder,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3155,"Southwest Desert, South",Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3158,"Beaver, East",Elk,Bull,Archery,Limited Entry - Private Land Only,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3159,"Beaver, East",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3160,"Book Cliffs, Bitter Creek/East",Elk,Bull,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3161,"Book Cliffs, Bitter Creek/East",Elk,Bull,Archery,Limited Entry - Private Land Only,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3162,"Book Cliffs, Bitter Creek/East",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3163,"Book Cliffs, Bitter Creek/East",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3164,"Book Cliffs, Bitter Creek/East",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3166,"Book Cliffs, Bitter Creek/East",Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3167,"Book Cliffs, Little Creek Roadless",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3168,"Cache, Meadowville",Elk,Bull,Archery,Limited Entry - Private Land Only,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3169,"Cache, Meadowville",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3170,"Cache, South",Elk,Bull,Archery,Limited Entry - Private Land Only,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3171,"Cache, South",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3172,Manti,Elk,Bull,Archery,Limited Entry - Private Land Only,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3173,Nebo/San Pitch Mtns,Elk,Bull,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3174,Nebo/San Pitch Mtns,Elk,Bull,Archery,Limited Entry - Private Land Only,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3175,Nebo/San Pitch Mtns,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3176,Nebo/San Pitch Mtns,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3177,Nebo/San Pitch Mtns,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3179,Nebo/San Pitch Mtns,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3180,"Fillmore, Pahvant",Elk,Bull,Archery,Limited Entry - Private Land Only,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3181,"Fillmore, Pahvant",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3182,"La Sal, La Sal Mtns",Elk,Bull,Archery,Limited Entry - Private Land Only,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3183,"La Sal, La Sal Mtns",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3184,Monroe,Elk,Bull,Archery,Limited Entry - Private Land Only,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3185,Monroe,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3186,Mt Dutton,Elk,Bull,Archery,Limited Entry - Private Land Only,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3187,Mt Dutton,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3188,Panguitch Lake,Elk,Bull,Archery,Limited Entry - Private Land Only,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3189,Panguitch Lake,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3190,Boulder,Elk,Bull,Archery,Limited Entry - Private Land Only,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3191,Boulder,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3192,Fishlake/Thousand Lakes,Elk,Bull,Archery,Limited Entry - Private Land Only,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3193,San Juan Bull Elk,Elk,Bull,Archery,Limited Entry - Private Land Only,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
