hunt_code,boundary_id,boundary_id_2024,boundary_id_2023,boundary_id_2021,boundary_id_2022,hunt_name,hunt_name_2024,hunt_name_2023,hunt_name_2021,hunt_name_2022,sex_type,species,weapon,hunt_type,hunt_class,season,NOTES,draw_2025_bg_pdf_page,draw_2025_bg_report_page,draw_2025_type,permits_2025_res,permits_2025_nr,permits_2025_total,permits_2025_source,permits_2026_source,permits_2026_draw_source,draw_2026_system_type,draw_design,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,permit_allotment_2026_source,permit_allotment_2026_source_file,permit_allotment_2026_status,percent_harvest_success_previous_hunting_season,current_age_3yr_average,average_harvest_age,average_harvest_age_reported_hunt_year,average_harvest_age_source_file,average_harvest_age_review_status,dwr_huntplanner_age_objective,dwr_huntplanner_population_objective,dwr_huntplanner_current_population_estimate,conservation_permits_2026_total,conservation_permits_2026_source,permits_2024_res,permits_2024_nr,permits_2024_total,permits_2024_source,permits_2018_res,permits_2018_nr,permits_2018_total,permits_2018_source,permits_2019_res,permits_2019_nr,permits_2019_total,permits_2019_source,permits_2020_res,permits_2020_nr,permits_2020_total,permits_2020_source,permits_2021_res,permits_2021_nr,permits_2021_total,permits_2021_source,permits_2022_res,permits_2022_nr,permits_2022_total,permits_2022_source,permits_2023_res,permits_2023_nr,permits_2023_total,permits_2023_source,permits_2026_res,permits_2026_nr,permits_2026_total,draw_system_type,draw_pool,draw_system_type_source,draw_system_type_confidence,metric_scope,resident_eligible_applicants,resident_bonus_permits,resident_regular_permits,resident_success_ratio,resident_p_draw,resident_p_draw_percent,nonresident_eligible_applicants,nonresident_bonus_permits,nonresident_regular_permits,nonresident_success_ratio,nonresident_p_draw,nonresident_p_draw_percent,total_eligible_applicants,total_bonus_permits,total_regular_permits,total_success_ratio,total_p_draw,total_p_draw_percent,actual_draw_year,model_target_year,residency,points,record_type,dwr_huntplanner_source_url,dwr_huntplanner_source_retrieved_at,dwr_huntplanner_management_stats_available,dwr_huntplanner_hunt_year,dwr_huntplanner_species,dwr_huntplanner_sex_type,dwr_huntplanner_hunt_type,dwr_huntplanner_weapon,dwr_huntplanner_season_type,dwr_huntplanner_draw_designation,dwr_huntplanner_management_unit_key,dwr_huntplanner_percent_harvest_success_previous_hunting_season,dwr_huntplanner_public_harvest_success_previous_hunting_season,dwr_huntplanner_cwmu_harvest_success_previous_hunting_season,dwr_huntplanner_current_age_3yr_average,dwr_huntplanner_bucks_per_100_does_objective,dwr_huntplanner_current_bucks_per_100_does_3yr_average,dwr_huntplanner_bulls_per_100_cows_objective,dwr_huntplanner_bulls_per_100_cows_estimate,dwr_huntplanner_total_hunters_previous_hunting_season,dwr_huntplanner_hunt_name
BR1011,7,,,7,,Book Cliffs,,,Book Cliffs - Pursuit,,Either Sex,Black Bear,Pursuit Only,O.T.C.,Capped Permits,"July 18 - July 31, 2026",,4,,2024 Draw Odds PDF Model Target 2025,26,2,28,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BLACK_BEAR,BLACK_BEAR,26,2,28,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,LIVE_DWR_RES_NR_SPLIT,,,,,,,,,,,,26,0,26,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_UPLOADED_COMBINED_long,26,2,28,data_truth/draw_results_truth/normalized/canonical_yearly/draw_results_2017_for_2018_canonical_yearly_draw_results.csv; source_file=17_bonus_points.pdf; rollup=max_total_per_hunt_code,26,2,28,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL,26,1,27,CANONICAL_YEARLY_DRAW_RESULTS_2020_FOR_2021_MODEL,26,2,28,CANONICAL_YEARLY_DRAW_RESULTS_2021_FOR_2022_MODEL,52,4,56,CANONICAL_YEARLY_DRAW_RESULTS_2022_FOR_2023_MODEL,26,2,28,CANONICAL_YEARLY_DRAW_RESULTS_2023_FOR_2024_MODEL,26,2,28,BLACK_BEAR,black_bear,outputs.draw_design.hunt_code_year,high,total,,,,,,,,,,,,,,,,,,,2017;2018;2019;2020;2021;2022;2023;2024;2025;2026,2018;2019;2020;2021;2022;2023;2024;2025;2026;2027,Nonresident;Resident,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;TOTAL;Totals,black_bear_hunt_choice_odds_report;hunt_total_draw_result;point_level_draw_result;supplemental_permit_total_row,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR1011,2026-09-03T06:27:50.740Z,false,2026,Black Bear,Either Sex,Restricted Pursuit - Late Summer,Pursuit Only,,,black bear:book_cliff,,,,,,,,,,Book Cliffs
BR1015,7,,,7,,Book Cliffs,,,Book Cliffs - Pursuit,,Either Sex,Black Bear,Pursuit Only,O.T.C.,Capped Permits,"March 28 - May 25, 2026",,,,,0,2,2,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BLACK_BEAR,BLACK_BEAR,0,2,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,LIVE_DWR_RES_NR_SPLIT,,,,,,,,,,,,0,2,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_UPLOADED_COMBINED_long,,,,,,,,,0,2,2,CANONICAL_YEARLY_DRAW_RESULTS_2020_FOR_2021_MODEL,0,2,2,CANONICAL_YEARLY_DRAW_RESULTS_2021_FOR_2022_MODEL,0,4,4,CANONICAL_YEARLY_DRAW_RESULTS_2022_FOR_2023_MODEL,0,2,2,CANONICAL_YEARLY_DRAW_RESULTS_2023_FOR_2024_MODEL,0,2,2,BLACK_BEAR,black_bear,outputs.draw_design.hunt_code_year,high,total,,,,,,,,,,,,,,,,,,,2020;2021;2022;2023;2024;2025;2026,2021;2022;2023;2024;2025;2026;2027,Nonresident;Resident,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;TOTAL;Totals,hunt_total_draw_result;point_level_draw_result;supplemental_permit_total_row,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR1015,2026-09-03T06:27:50.740Z,false,2026,Black Bear,Either Sex,Restricted Pursuit - Spring,Pursuit Only,,,black bear:book_cliff,,,,,,,,,,Book Cliffs
EA2026,18,,,,,"Box Elder, Hansel Mtn",,,,,Antlerless,Elk,Any Legal Weapon,Private Lands Only,OTC Unit Quota,Aug 01 2025 - Jan 31 2026,,,,,,,,,2026_DWR_HUNT_PLANNER_EA_PRIVATE_LANDS_CANONICAL,USER_VERIFIED_PRIVATE_LANDS_ONLY_ANTLERLESS_ELK_TOTAL,PREFERENCE_ANTLERLESS_ELK,PREFERENCE_ANTLERLESS_ELK,,,200,2026_DWR_HUNT_PLANNER_EA_PRIVATE_LANDS_CANONICAL,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/elk antlerless private lands only EA.csv,CANONICAL_EA_PRIVATE_LANDS_TOTAL_ONLY,38.9,,,,,,,1075 (entire Box Elder unit),1650 (entire Box Elder unit),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,PREFERENCE_ANTLERLESS_ELK,private_lands_only_antlerless_elk,USER_VERIFIED_PRIVATE_LANDS_ONLY_ANTLERLESS_ELK_2026,high,total,,,,,,,,,,,,,,,,,,,2026,2027,,,hunt_planner_permit_reference,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA2026,2026-09-03T06:27:50.740Z,true,2026,Elk,Antlerless,Private Lands Only,Any Legal Weapon,,,elk:box_elder_hansel_mountain,38.8,38.8,,,,,,,,"Box Elder, Hansel Mtn"
EA2027,29,,,,,Cache,,,,,Antlerless,Elk,Any Legal Weapon,Private Lands Only,OTC Unit Quota,Aug 01 2025 - Jan 31 2026,,,,,,,,,2026_DWR_HUNT_PLANNER_EA_PRIVATE_LANDS_CANONICAL,USER_VERIFIED_PRIVATE_LANDS_ONLY_ANTLERLESS_ELK_TOTAL,PREFERENCE_ANTLERLESS_ELK,PREFERENCE_ANTLERLESS_ELK,,,300,2026_DWR_HUNT_PLANNER_EA_PRIVATE_LANDS_CANONICAL,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/elk antlerless private lands only EA.csv,CANONICAL_EA_PRIVATE_LANDS_TOTAL_ONLY,26.2,,,,,,,2300 (entire Cache unit),2700 (entire Cache unit),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,PREFERENCE_ANTLERLESS_ELK,private_lands_only_antlerless_elk,USER_VERIFIED_PRIVATE_LANDS_ONLY_ANTLERLESS_ELK_2026,high,total,,,,,,,,,,,,,,,,,,,2026,2027,,,hunt_planner_permit_reference,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA2027,2026-09-03T06:27:50.740Z,true,2026,Elk,Antlerless,Private Lands Only,Any Legal Weapon,,,elk:cache,26.1,26.1,,,,,,,,Cache
EA2011,51,,,,,Manti,,,,,Antlerless,Elk,Any Legal Weapon,Private Lands Only,OTC Unit Quota,Aug 01 2025 - Jan 31 2026,,,,,,,,,2026_DWR_HUNT_PLANNER_EA_PRIVATE_LANDS_CANONICAL,USER_VERIFIED_PRIVATE_LANDS_ONLY_ANTLERLESS_ELK_TOTAL,PREFERENCE_ANTLERLESS_ELK,PREFERENCE_ANTLERLESS_ELK,,,300,2026_DWR_HUNT_PLANNER_EA_PRIVATE_LANDS_CANONICAL,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/elk antlerless private lands only EA.csv,CANONICAL_EA_PRIVATE_LANDS_TOTAL_ONLY,41.6,,6.5,2021,21_bg_report.pdf,PASS,,12000,11800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,PREFERENCE_ANTLERLESS_ELK,private_lands_only_antlerless_elk,USER_VERIFIED_PRIVATE_LANDS_ONLY_ANTLERLESS_ELK_2026,high,total,,,,,,,,,,,,,,,,,,,2026,2027,,,hunt_planner_permit_reference,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA2011,2026-09-03T06:27:50.740Z,true,2026,Elk,Antlerless,Private Lands Only,Any Legal Weapon,,,elk:manti,41.5,41.5,,,,,,,,Manti
EA2004,69,,,,,Chalk Creek,,,,,Antlerless,Elk,Any Legal Weapon,Private Lands Only,OTC Unit Quota,Aug 01 2025 - Jan 31 2026,,,,,,,,,2026_DWR_HUNT_PLANNER_EA_PRIVATE_LANDS_CANONICAL,USER_VERIFIED_PRIVATE_LANDS_ONLY_ANTLERLESS_ELK_TOTAL,PREFERENCE_ANTLERLESS_ELK,PREFERENCE_ANTLERLESS_ELK,,,600,2026_DWR_HUNT_PLANNER_EA_PRIVATE_LANDS_CANONICAL,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/elk antlerless private lands only EA.csv,CANONICAL_EA_PRIVATE_LANDS_TOTAL_ONLY,35.4,,,,,,,3200,3650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,PREFERENCE_ANTLERLESS_ELK,private_lands_only_antlerless_elk,USER_VERIFIED_PRIVATE_LANDS_ONLY_ANTLERLESS_ELK_2026,high,total,,,,,,,,,,,,,,,,,,,2026,2027,,,hunt_planner_permit_reference,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA2004,2026-09-03T06:27:50.740Z,true,2026,Elk,Antlerless,Private Lands Only,Any Legal Weapon,,,elk:chalk_creek,35.4,35.4,,,,,,,,Chalk Creek
EA2039,88,,,,,"Fillmore, Pahvant",,,,,Antlerless,Elk,Any Legal Weapon,Private Lands Only,OTC Unit Quota,Aug 01 2025 - Jan 31 2026,,,,,,,,,2026_DWR_HUNT_PLANNER_EA_PRIVATE_LANDS_CANONICAL,USER_VERIFIED_PRIVATE_LANDS_ONLY_ANTLERLESS_ELK_TOTAL,PREFERENCE_ANTLERLESS_ELK,PREFERENCE_ANTLERLESS_ELK,,,150,2026_DWR_HUNT_PLANNER_EA_PRIVATE_LANDS_CANONICAL,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/elk antlerless private lands only EA.csv,CANONICAL_EA_PRIVATE_LANDS_TOTAL_ONLY,25.6,,,,,,,1450-1750 (entire Fillmore unit),1500 (entire Fillmore unit),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,PREFERENCE_ANTLERLESS_ELK,private_lands_only_antlerless_elk,USER_VERIFIED_PRIVATE_LANDS_ONLY_ANTLERLESS_ELK_2026,high,total,,,,,,,,,,,,,,,,,,,2026,2027,,,hunt_planner_permit_reference,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA2039,2026-09-03T06:27:50.740Z,true,2026,Elk,Antlerless,Private Lands Only,Any Legal Weapon,,,elk:fillmore_pahvant,25.8,25.8,,,,,,,,"Fillmore, Pahvant"
EA2019,116,,,,,"West Desert, Tintic Valley",,,,,Antlerless,Elk,Any Legal Weapon,Private Lands Only,OTC Unit Quota,Aug 01 2025 - Jan 31 2026,,,,,,,,,2026_DWR_HUNT_PLANNER_EA_PRIVATE_LANDS_CANONICAL,USER_VERIFIED_PRIVATE_LANDS_ONLY_ANTLERLESS_ELK_TOTAL,PREFERENCE_ANTLERLESS_ELK,PREFERENCE_ANTLERLESS_ELK,,,60,2026_DWR_HUNT_PLANNER_EA_PRIVATE_LANDS_CANONICAL,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/elk antlerless private lands only EA.csv,CANONICAL_EA_PRIVATE_LANDS_TOTAL_ONLY,30,,6.4,2022,FF6D4B3D__2022_antlerless_hr.pdf,PASS,,2150 (entire West Desert complex),1450 (entire West Desert complex),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,PREFERENCE_ANTLERLESS_ELK,private_lands_only_antlerless_elk,USER_VERIFIED_PRIVATE_LANDS_ONLY_ANTLERLESS_ELK_2026,high,total,,,,,,,,,,,,,,,,,,,2026,2027,,,hunt_planner_permit_reference,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA2019,2026-09-03T06:27:50.740Z,true,2026,Elk,Antlerless,Private Lands Only,Any Legal Weapon,,,elk:west_desert_tintic_valley,29.8,29.8,,,,,,,,"West Desert, Tintic Valley"
EA2002,117,,,,,Morgan-South Rich,,,,,Antlerless,Elk,Any Legal Weapon,Private Lands Only,OTC Unit Quota,Aug 01 2025 - Jan 31 2026,,,,,,,,,2026_DWR_HUNT_PLANNER_EA_PRIVATE_LANDS_CANONICAL,USER_VERIFIED_PRIVATE_LANDS_ONLY_ANTLERLESS_ELK_TOTAL,PREFERENCE_ANTLERLESS_ELK,PREFERENCE_ANTLERLESS_ELK,,,600,2026_DWR_HUNT_PLANNER_EA_PRIVATE_LANDS_CANONICAL,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/elk antlerless private lands only EA.csv,CANONICAL_EA_PRIVATE_LANDS_TOTAL_ONLY,24.8,,,,,,,4200,5300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,PREFERENCE_ANTLERLESS_ELK,private_lands_only_antlerless_elk,USER_VERIFIED_PRIVATE_LANDS_ONLY_ANTLERLESS_ELK_2026,high,total,,,,,,,,,,,,,,,,,,,2026,2027,,,hunt_planner_permit_reference,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA2002,2026-09-03T06:27:50.740Z,true,2026,Elk,Antlerless,Private Lands Only,Any Legal Weapon,,,elk:morgan_south_rich,25,25,,,,,,,,Morgan-South Rich
EA2008,129,,,,,"Nine Mile, Anthro-Myton Bench",,,,,Antlerless,Elk,Any Legal Weapon,Private Lands Only,OTC Unit Quota,Aug 01 2025 - Jan 31 2026,,,,,,,,,2026_DWR_HUNT_PLANNER_EA_PRIVATE_LANDS_CANONICAL,USER_VERIFIED_PRIVATE_LANDS_ONLY_ANTLERLESS_ELK_TOTAL,PREFERENCE_ANTLERLESS_ELK,PREFERENCE_ANTLERLESS_ELK,,,250,2026_DWR_HUNT_PLANNER_EA_PRIVATE_LANDS_CANONICAL,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/elk antlerless private lands only EA.csv,CANONICAL_EA_PRIVATE_LANDS_TOTAL_ONLY,55.6,,5.2,2022,FF6D4B3D__2022_antlerless_hr.pdf,PASS,,700,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,PREFERENCE_ANTLERLESS_ELK,private_lands_only_antlerless_elk,USER_VERIFIED_PRIVATE_LANDS_ONLY_ANTLERLESS_ELK_2026,high,total,,,,,,,,,,,,,,,,,,,2026,2027,,,hunt_planner_permit_reference,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA2008,2026-09-03T06:27:50.740Z,true,2026,Elk,Antlerless,Private Lands Only,Any Legal Weapon,,,elk:nine_mile_anthro_myton_bench,54.2,54.2,,,,,,,,"Nine Mile, Anthro-Myton Bench"
EA2005,142,,,,,"North Slope, West Daggett",,,,,Antlerless,Elk,Any Legal Weapon,Private Lands Only,OTC Unit Quota,Aug 01 2025 - Jan 31 2026,,,,,,,,,2026_DWR_HUNT_PLANNER_EA_PRIVATE_LANDS_CANONICAL,USER_VERIFIED_PRIVATE_LANDS_ONLY_ANTLERLESS_ELK_TOTAL,PREFERENCE_ANTLERLESS_ELK,PREFERENCE_ANTLERLESS_ELK,,,100,2026_DWR_HUNT_PLANNER_EA_PRIVATE_LANDS_CANONICAL,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/elk antlerless private lands only EA.csv,CANONICAL_EA_PRIVATE_LANDS_TOTAL_ONLY,53.5,,5.4,2022,FF6D4B3D__2022_antlerless_hr.pdf,PASS,,1300,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,PREFERENCE_ANTLERLESS_ELK,private_lands_only_antlerless_elk,USER_VERIFIED_PRIVATE_LANDS_ONLY_ANTLERLESS_ELK_2026,high,total,,,,,,,,,,,,,,,,,,,2026,2027,,,hunt_planner_permit_reference,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA2005,2026-09-03T06:27:50.740Z,true,2026,Elk,Antlerless,Private Lands Only,Any Legal Weapon,,,elk:north_slope_west_daggett,53.3,53.3,,,,,,,,"North Slope, West Daggett"
EA2015,163,,,,,Paunsaugunt,,,,,Antlerless,Elk,Any Legal Weapon,Private Lands Only,OTC Unit Quota,Aug 01 2025 - Jan 31 2026,,,,,,,,,2026_DWR_HUNT_PLANNER_EA_PRIVATE_LANDS_CANONICAL,USER_VERIFIED_PRIVATE_LANDS_ONLY_ANTLERLESS_ELK_TOTAL,PREFERENCE_ANTLERLESS_ELK,PREFERENCE_ANTLERLESS_ELK,,,100,2026_DWR_HUNT_PLANNER_EA_PRIVATE_LANDS_CANONICAL,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/elk antlerless private lands only EA.csv,CANONICAL_EA_PRIVATE_LANDS_TOTAL_ONLY,25,,5,2022,FF6D4B3D__2022_antlerless_hr.pdf,PASS,,140,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,PREFERENCE_ANTLERLESS_ELK,private_lands_only_antlerless_elk,USER_VERIFIED_PRIVATE_LANDS_ONLY_ANTLERLESS_ELK_2026,high,total,,,,,,,,,,,,,,,,,,,2026,2027,,,hunt_planner_permit_reference,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA2015,2026-09-03T06:27:50.740Z,true,2026,Elk,Antlerless,Private Lands Only,Any Legal Weapon,,,elk:paunsaugunt,25,25,,,,,,,,Paunsaugunt
EA2030,206,,,,,Diamond Mtn,,,,,Antlerless,Elk,Any Legal Weapon,Private Lands Only,OTC Unit Quota,Aug 01 2025 - Jan 31 2026,,,,,,,,,2026_DWR_HUNT_PLANNER_EA_PRIVATE_LANDS_CANONICAL,USER_VERIFIED_PRIVATE_LANDS_ONLY_ANTLERLESS_ELK_TOTAL,PREFERENCE_ANTLERLESS_ELK,PREFERENCE_ANTLERLESS_ELK,,,200,2026_DWR_HUNT_PLANNER_EA_PRIVATE_LANDS_CANONICAL,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/elk antlerless private lands only EA.csv,CANONICAL_EA_PRIVATE_LANDS_TOTAL_ONLY,53.7,,7.7,2022,FF6D4B3D__2022_antlerless_hr.pdf,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,PREFERENCE_ANTLERLESS_ELK,private_lands_only_antlerless_elk,USER_VERIFIED_PRIVATE_LANDS_ONLY_ANTLERLESS_ELK_2026,high,total,,,,,,,,,,,,,,,,,,,2026,2027,,,hunt_planner_permit_reference,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA2030,2026-09-03T06:27:50.740Z,true,2026,Elk,Antlerless,Private Lands Only,Any Legal Weapon,,,elk:diamond_mountain,53.8,53.8,,,,,,,,Diamond Mtn
EA2013,227,,,,,"Wasatch Mtns, Currant Creek",,,,,Antlerless,Elk,Any Legal Weapon,Private Lands Only,OTC Unit Quota,Aug 01 2025 - Jan 31 2026,,,,,,,,,2026_DWR_HUNT_PLANNER_EA_PRIVATE_LANDS_CANONICAL,USER_VERIFIED_PRIVATE_LANDS_ONLY_ANTLERLESS_ELK_TOTAL,PREFERENCE_ANTLERLESS_ELK,PREFERENCE_ANTLERLESS_ELK,,,2000,2026_DWR_HUNT_PLANNER_EA_PRIVATE_LANDS_CANONICAL,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/elk antlerless private lands only EA.csv,CANONICAL_EA_PRIVATE_LANDS_TOTAL_ONLY,37.8,,5.7,2022,FF6D4B3D__2022_antlerless_hr.pdf,PASS,,3200,4800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,PREFERENCE_ANTLERLESS_ELK,private_lands_only_antlerless_elk,USER_VERIFIED_PRIVATE_LANDS_ONLY_ANTLERLESS_ELK_2026,high,total,,,,,,,,,,,,,,,,,,,2026,2027,,,hunt_planner_permit_reference,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA2013,2026-09-03T06:27:50.740Z,true,2026,Elk,Antlerless,Private Lands Only,Any Legal Weapon,,,elk:wasatch_mountain_currant_creek,37.8,37.8,,,,,,,,"Wasatch Mtns, Currant Creek"
EA2003,276,,,,,East Canyon,,,,,Antlerless,Elk,Any Legal Weapon,Private Lands Only,OTC Unit Quota,Aug 01 2025 - Jan 31 2026,,,,,,,,,2026_DWR_HUNT_PLANNER_EA_PRIVATE_LANDS_CANONICAL,USER_VERIFIED_PRIVATE_LANDS_ONLY_ANTLERLESS_ELK_TOTAL,PREFERENCE_ANTLERLESS_ELK,PREFERENCE_ANTLERLESS_ELK,,,500,2026_DWR_HUNT_PLANNER_EA_PRIVATE_LANDS_CANONICAL,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/elk antlerless private lands only EA.csv,CANONICAL_EA_PRIVATE_LANDS_TOTAL_ONLY,39,,,,,,,1800,2900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,PREFERENCE_ANTLERLESS_ELK,private_lands_only_antlerless_elk,USER_VERIFIED_PRIVATE_LANDS_ONLY_ANTLERLESS_ELK_2026,high,total,,,,,,,,,,,,,,,,,,,2026,2027,,,hunt_planner_permit_reference,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA2003,2026-09-03T06:27:50.740Z,true,2026,Elk,Antlerless,Private Lands Only,Any Legal Weapon,,,elk:east_canyon,39.1,39.1,,,,,,,,East Canyon
EA2029,277,,,,,"Nine Mile, Range Creek",,,,,Antlerless,Elk,Any Legal Weapon,Private Lands Only,OTC Unit Quota,Aug 01 2025 - Jan 31 2026,,,,,,,,,2026_DWR_HUNT_PLANNER_EA_PRIVATE_LANDS_CANONICAL,USER_VERIFIED_PRIVATE_LANDS_ONLY_ANTLERLESS_ELK_TOTAL,PREFERENCE_ANTLERLESS_ELK,PREFERENCE_ANTLERLESS_ELK,,,150,2026_DWR_HUNT_PLANNER_EA_PRIVATE_LANDS_CANONICAL,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/elk antlerless private lands only EA.csv,CANONICAL_EA_PRIVATE_LANDS_TOTAL_ONLY,34.7,,5.2,2022,FF6D4B3D__2022_antlerless_hr.pdf,PASS,,1800,2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,PREFERENCE_ANTLERLESS_ELK,private_lands_only_antlerless_elk,USER_VERIFIED_PRIVATE_LANDS_ONLY_ANTLERLESS_ELK_2026,high,total,,,,,,,,,,,,,,,,,,,2026,2027,,,hunt_planner_permit_reference,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA2029,2026-09-03T06:27:50.740Z,true,2026,Elk,Antlerless,Private Lands Only,Any Legal Weapon,,,elk:nine_mile_range_creek,34.4,34.4,,,,,,,,"Nine Mile, Range Creek"
EA2040,611,,,,,Kamas,,,,,Antlerless,Elk,Any Legal Weapon,Private Lands Only,OTC Unit Quota,Aug 01 2025 - Jan 31 2026,,,,,,,,,2026_DWR_HUNT_PLANNER_EA_PRIVATE_LANDS_CANONICAL,USER_VERIFIED_PRIVATE_LANDS_ONLY_ANTLERLESS_ELK_TOTAL,PREFERENCE_ANTLERLESS_ELK,PREFERENCE_ANTLERLESS_ELK,,,150,2026_DWR_HUNT_PLANNER_EA_PRIVATE_LANDS_CANONICAL,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/elk antlerless private lands only EA.csv,CANONICAL_EA_PRIVATE_LANDS_TOTAL_ONLY,54.7,,,,,,,850,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,PREFERENCE_ANTLERLESS_ELK,private_lands_only_antlerless_elk,USER_VERIFIED_PRIVATE_LANDS_ONLY_ANTLERLESS_ELK_2026,high,total,,,,,,,,,,,,,,,,,,,2026,2027,,,hunt_planner_permit_reference,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA2040,2026-09-03T06:27:50.740Z,true,2026,Elk,Antlerless,Private Lands Only,Any Legal Weapon,,,elk:kama,53.8,53.8,,,,,,,,Kamas
EA2006,613,,,,,Yellowstone,,,,,Antlerless,Elk,Any Legal Weapon,Private Lands Only,OTC Unit Quota,Aug 01 2025 - Jan 31 2026,,,,,,,,,2026_DWR_HUNT_PLANNER_EA_PRIVATE_LANDS_CANONICAL,USER_VERIFIED_PRIVATE_LANDS_ONLY_ANTLERLESS_ELK_TOTAL,PREFERENCE_ANTLERLESS_ELK,PREFERENCE_ANTLERLESS_ELK,,,2000,2026_DWR_HUNT_PLANNER_EA_PRIVATE_LANDS_CANONICAL,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/elk antlerless private lands only EA.csv,CANONICAL_EA_PRIVATE_LANDS_TOTAL_ONLY,46.7,,7.7,2022,FF6D4B3D__2022_antlerless_hr.pdf,PASS,,3500,3200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,PREFERENCE_ANTLERLESS_ELK,private_lands_only_antlerless_elk,USER_VERIFIED_PRIVATE_LANDS_ONLY_ANTLERLESS_ELK_2026,high,total,,,,,,,,,,,,,,,,,,,2026,2027,,,hunt_planner_permit_reference,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA2006,2026-09-03T06:27:50.740Z,true,2026,Elk,Antlerless,Private Lands Only,Any Legal Weapon,,,elk:yellowstone,46.6,46.6,,,,,,,,Yellowstone
